,AvgRating,GameName,GameRank,GeekRating,ListPrice,NumVoters
7440,"
			9.18		",Heroes vs. Warlords,"
						N/A			
					","
			N/A		","]
					","
			11		"
7441,"
			7.32		",Blue Moon Legends,"
						N/A			
					","
			6.480		","
","
			1537		"
7442,"
			8.30		",El Grande Decennial Edition,"
						N/A			
					","
			6.461		","
			List: $64.99
		","
			643		"
7443,"
			7.24		",King of Tokyo: Halloween,"
						N/A			
					","
			6.805		","
			List: $19.99
		","
			4058		"
7444,"
			6.86		",A Game of Thrones: The Card Game – A Hidden Agenda,"
						N/A			
					","
			N/A		","
","
			29		"
7445,"
			4.74		",A Terrible Time: The Party Game Where Everyone Loses,"
						N/A			
					","
			N/A		","]
					","
			17		"
7446,"
			7.48		",Zombicide Set #2: Survivors & Zombivors,"
						N/A			
					","
			5.701		","]
					","
			143		"
7447,"
			7.31		",Blue Moon City: Expansion Tile Sets 1 & 2,"
						N/A			
					","
			5.967		","]
					","
			428		"
7448,"
			6.86		",Prophecy: Dragon Realm,"
						N/A			
					","
			5.656		","
			List: $34.99
		","
			174		"
7449,"
			7.06		",Prophecy: Water Realm,"
						N/A			
					","
			5.564		","]
					","
			60		"
7450,"
			6.95		",BANG! 10th Anniversary,"
						N/A			
					","
			5.766		","]
					","
			319		"
7451,"
			7.36		",Quarriors! Quest of the Qladiator,"
						N/A			
					","
			6.283		","]
					","
			929		"
7452,"
			7.26		",Revolver: By the Gun They Died,"
						N/A			
					","
			5.548		","]
					","
			35		"
7453,"
			7.92		",& Cetera,"
						N/A			
					","
			5.923		","]
					","
			267		"
7454,"
			5.67		",Clades,"
						N/A			
					","
			N/A		","
			List: $16.99
		","
			3		"
7455,"
			5.90		",Clades Prehistoric,"
						N/A			
					","
			N/A		","
","
			5		"
7456,"
			7.71		",King of Tokyo/New York: Monster Pack – Anubis,"
						N/A			
					","
			5.674		","
			List: $10.00
		","
			119		"
7457,"
			7.32		",Fireball Island: The Curse of Vul-Kar – Treasure Trove,"
						N/A			
					","
			5.784		","]
					","
			235		"
7458,"
			7.18		",Agricola: NL-Deck,"
						N/A			
					","
			5.857		","
","
			354		"
7459,"
			7.89		",Agricola: World Championship Deck – 2011,"
						N/A			
					","
			6.062		","
			List: $14.99
		","
			396		"
7460,"
			7.00		",Charioteer: Racing at the Famous Circus Maximus,"
						N/A			
					","
			N/A		","]
					","
			5		"
7461,"
			7.08		",Rattus: Africanus,"
						N/A			
					","
			5.867		","
			List: $39.99
		","
			380		"
7462,"
			7.63		",Omen: A Reign of War – Shattered Aegis,"
						N/A			
					","
			5.604		","]
					","
			65		"
7463,"
			5.85		",Eaten By Zombies!: We Have the Bomb! Promo,"
						N/A			
					","
			5.529		","]
					","
			118		"
7464,"
			7.54		",Battles of Westeros: Brotherhood Without Banners,"
						N/A			
					","
			5.664		","
","
			111		"
7465,"
			6.72		",Assault on Galactus Prime,"
						N/A			
					","
			N/A		","
														
													[","
			12		"
7466,"
			6.55		",Quarriors! Quaxos Promo Cards,"
						N/A			
					","
			5.851		","]
					","
			648		"
7467,"
			7.82		",Tide of Iron: Normandy,"
						N/A			
					","
			6.032		","
			List: $59.95
		","
			401		"
7468,"
			7.71		",Tide of Iron: Designer Series Vol. 1,"
						N/A			
					","
			5.869		","]
					","
			267		"
7469,"
			6.77		",Autoduel Quarterly,"
						N/A			
					","
			N/A		","]
					","
			29		"
7470,"
			4.00		",Monopoly: Maine Edition,"
						N/A			
					","
			N/A		","
","
			3		"
7471,"
			7.01		",Medieval Battle,"
						N/A			
					","
			N/A		","]
					","
			28		"
7472,"
			8.30		",Mice and Mystics: Downwood Tales,"
						N/A			
					","
			6.321		","
			List: $74.95
		","
			568		"
7473,"
			6.49		",Risk 2042,"
						N/A			
					","
			5.525		","]
					","
			42		"
7474,"
			6.92		",Twilight Imperium: Armada – Stellar Matter,"
						N/A			
					","
			N/A		","]
					","
			27		"
7475,"
			6.31		",Ninja Burger 2: Sumo-Size Me!,"
						N/A			
					","
			5.617		","]
					","
			232		"
7476,"
			7.58		",Chaos Isle: Survivors,"
						N/A			
					","
			N/A		","]
					","
			19		"
7477,"
			3.00		",Singularity,"
						N/A			
					","
			N/A		","]
					","
			1		"
7478,"
			6.89		",Small World: Tunnels,"
						N/A			
					","
			5.902		","
","
			566		"
7479,"
			7.00		",Québec: Hitchcock à Québec,"
						N/A			
					","
			5.536		","]
					","
			34		"
7480,"
			7.59		",Neuroshima Hex! Duel,"
						N/A			
					","
			6.300		","
			List: $34.99
		","
			798		"
7481,"
			7.59		",Formula D: Circuits 2 – Hockenheim and Valencia,"
						N/A			
					","
			6.199		","
														
													[","
			643		"
7482,"
			7.38		",Priate Theory,"
						N/A			
					","
			N/A		","]
					","
			8		"
7483,"
			7.36		",Venture Party,"
						N/A			
					","
			N/A		","
			List: $24.95
		","
			23		"
7484,"
			8.21		",Concordia: Gallia / Corsica,"
						N/A			
					","
			6.290		","]
					","
			507		"
7485,"
			8.53		",Arkham Horror: The Card Game – The Dunwich Legacy: Expansion,"
						N/A			
					","
			7.169		","
			List: $29.95
		","
			1692		"
7486,"
			6.57		","100,000 Blind Dates","
						N/A			
					","
			N/A		","]
					","
			7		"
7487,"
			8.28		",Star Wars: The Card Game – Technological Terror,"
						N/A			
					","
			N/A		","
			List: $10.30
		","
			25		"
7488,"
			7.57		",Carcassonne: Expansion 10 – Under the Big Top,"
						N/A			
					","
			5.890		","]
					","
			304		"
7489,"
			6.45		",Castle Knights,"
			4902			
					","
			5.661		","]
					","
			252		"
7490,"
			8.20		",Unlock! Heroic Adventures,"
			4903			
					","
			5.661		","]
					","
			83		"
7491,"
			6.36		",Razzia,"
			4904			
					","
			5.661		","]
					","
			293		"
7492,"
			7.16		",A Gleam of Bayonets: The Battle of Antietam,"
			4906			
					","
			5.661		","]
					","
			144		"
7493,"
			6.80		",Western Front Tank Leader,"
			4907			
					","
			5.661		","]
					","
			185		"
7494,"
			6.09		",Hoax (second edition),"
			4908			
					","
			5.660		","
			List: $12.95
		","
			528		"
7495,"
			6.31		",Heroes,"
			4909			
					","
			5.660		","]
					","
			331		"
7496,"
			6.96		",Dragon Rage,"
			4910			
					","
			5.660		","]
					","
			159		"
7497,"
			6.60		",Jurassic Park: Danger! Adventure Strategy Game,"
			4911			
					","
			5.660		","
			List: $24.99
		","
			269		"
7498,"
			7.10		",Deathwatch: Overkill,"
			4912			
					","
			5.660		","
			List: $165.00
		","
			171		"
7499,"
			8.26		",Eclipse: Second Dawn for the Galaxy,"
			4916			
					","
			5.660		","]
					","
			116		"
7500,"
			6.51		",Scott Pilgrim's Precious Little Card Game,"
			4917			
					","
			5.660		","
","
			273		"
7501,"
			7.39		",Western Desert,"
			4918			
					","
			5.660		","]
					","
			125		"
7502,"
			6.13		",Firepower,"
			4919			
					","
			5.660		","]
					","
			474		"
7503,"
			6.30		",The Hobbit: An Unexpected Journey,"
			4920			
					","
			5.660		","
			List: $39.99
		","
			341		"
7504,"
			6.62		",Maze Racers,"
			4921			
					","
			5.660		","
			List: $39.99
		","
			245		"
7505,"
			6.65		",Wooolf!!,"
			4922			
					","
			5.660		","]
					","
			220		"
7506,"
			6.87		",Copper Country,"
			4924			
					","
			5.659		","]
					","
			190		"
7507,"
			6.60		",The Faceless,"
			4925			
					","
			5.659		","]
					","
			283		"
7508,"
			6.38		",Bismarck,"
			4926			
					","
			5.659		","]
					","
			310		"
7509,"
			7.39		","Bitter End: Attack to Budapest, 1945","
			4927			
					","
			5.659		","]
					","
			119		"
7510,"
			6.73		","Gulf, Mobile & Ohio","
			4928			
					","
			5.659		","]
					","
			175		"
7511,"
			7.66		",Nightfall: Eastern Skies,"
			4929			
					","
			5.659		","
","
			97		"
7512,"
			6.61		",Proteus,"
			4930			
					","
			5.659		","
														
													[","
			200		"
7513,"
			6.82		",Expedition: The Roleplaying Card Game,"
			4933			
					","
			5.659		","
			List: $30.00
		","
			239		"
7514,"
			7.09		",Field Command,"
			4935			
					","
			5.659		","]
					","
			152		"
7515,"
			5.96		",Kontor,"
			4937			
					","
			5.659		","]
					","
			724		"
7516,"
			6.85		",WestFront,"
			4940			
					","
			5.659		","]
					","
			183		"
7517,"
			6.89		",Liftoff!,"
			4942			
					","
			5.659		","]
					","
			181		"
7518,"
			6.64		",Chariot Lords,"
			4943			
					","
			5.659		","]
					","
			206		"
7519,"
			6.07		",Corsairs,"
			4944			
					","
			5.659		","]
					","
			503		"
7520,"
			6.18		",Treasures & Traps,"
			4945			
					","
			5.659		","
			List: $12.95
		","
			459		"
7521,"
			6.26		",Clue: 50th Anniversary Edition,"
			4946			
					","
			5.659		","]
					","
			423		"
7522,"
			6.71		",Café Melange,"
			4947			
					","
			5.659		","]
					","
			181		"
7523,"
			6.15		",Maharaja,"
			4949			
					","
			5.658		","
","
			429		"
7524,"
			7.65		",A Fearful Slaughter: The Battle of Shiloh,"
			4950			
					","
			5.658		","]
					","
			104		"
7525,"
			6.21		",Meteor,"
			4951			
					","
			5.658		","
","
			397		"
7526,"
			7.45		",Heights of Courage,"
			4952			
					","
			5.658		","]
					","
			115		"
7527,"
			7.44		",Phantom Fury,"
			4953			
					","
			5.658		","]
					","
			111		"
7528,"
			7.10		",Classic Warlord,"
			4955			
					","
			5.658		","]
					","
			165		"
7529,"
			6.63		",Cornerstone Essential,"
			4956			
					","
			5.658		","
														
													[","
			201		"
7530,"
			6.78		",NFL Strategy,"
			4957			
					","
			5.658		","]
					","
			195		"
7531,"
			7.80		",Stalingrad Inferno on the Volga,"
			4958			
					","
			5.658		","]
					","
			118		"
7532,"
			7.68		",Dungeon Twister Collectors Box,"
			4959			
					","
			5.658		","]
					","
			99		"
7533,"
			7.15		",Sports Illustrated Baseball,"
			4960			
					","
			5.658		","]
					","
			171		"
7534,"
			6.40		",Zatre,"
			4961			
					","
			5.658		","]
					","
			272		"
7535,"
			6.48		",Hide the Kids!,"
			4962			
					","
			5.658		","
														
													[","
			245		"
7536,"
			6.87		",Dadaocheng,"
			4963			
					","
			5.658		","]
					","
			166		"
7537,"
			7.78		","Kolin: Frederick's First Defeat – June 18, 1757","
			4965			
					","
			5.658		","]
					","
			102		"
7538,"
			5.95		",Cat Tower,"
			4967			
					","
			5.658		","]
					","
			760		"
7539,"
			7.20		",Final Fantasy Trading Card Game,"
			4968			
					","
			5.657		","<a class=""ulprice"" href=""https://itunes.apple.com/us/app/final-fantasy/id354972939?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">$7.99</span></a>","
			147		"
7540,"
			6.78		",Hounded,"
			4970			
					","
			5.657		","
			List: $17.95
		","
			196		"
7541,"
			6.16		",One Night Werewolf,"
			4972			
					","
			5.657		","]
					","
			429		"
7542,"
			7.06		",Wizards of the Wild: Deluxe Edition,"
			4974			
					","
			5.657		","]
					","
			139		"
7543,"
			7.25		",Attack Vector: Tactical,"
			4976			
					","
			5.657		","]
					","
			163		"
7544,"
			7.41		",Recicle: Tempos de Crise,"
			4977			
					","
			5.657		","]
					","
			122		"
7545,"
			6.21		",Thud,"
			4978			
					","
			5.657		","]
					","
			422		"
7546,"
			5.99		",Planes,"
			4979			
					","
			5.657		","
","
			619		"
7547,"
			6.24		",Mermaid Rain,"
			4980			
					","
			5.657		","
","
			360		"
7548,"
			5.90		",Lost Temple,"
			4981			
					","
			5.657		","
","
			835		"
7549,"
			6.83		",Kardinal & König: Das Kartenspiel,"
			4984			
					","
			5.657		","]
					","
			172		"
7550,"
			7.38		",The Convicted,"
			4985			
					","
			5.657		","]
					","
			147		"
7551,"
			6.10		",Wrong Chemistry,"
			4986			
					","
			5.657		","
","
			436		"
7552,"
			6.95		",El Alamein,"
			4988			
					","
			5.656		","]
					","
			168		"
7553,"
			6.04		",Food Fight,"
			4989			
					","
			5.656		","
			List: $29.99
		","
			681		"
7554,"
			6.52		","Onward, Christian Soldiers","
			4990			
					","
			5.656		","]
					","
			247		"
7555,"
			6.15		",Pizza Theory,"
			4991			
					","
			5.656		","
","
			430		"
7556,"
			6.11		",Zapp Zerapp,"
			4992			
					","
			5.656		","]
					","
			420		"
7557,"
			7.17		",Cauldron,"
			4993			
					","
			5.656		","]
					","
			193		"
7558,"
			5.85		",Pass the Bomb,"
			4994			
					","
			5.656		","
			List: $24.99
		","
			1097		"
7559,"
			6.58		",Leningrad,"
			4995			
					","
			5.656		","]
					","
			230		"
7560,"
			6.58		",Minuscule,"
			4996			
					","
			5.656		","]
					","
			218		"
7561,"
			6.52		",Catan Junior,"
			4997			
					","
			5.656		","
			List: $30.00
		","
			254		"
7562,"
			6.82		",Smiths of Winterforge,"
			4998			
					","
			5.656		","
","
			192		"
7563,"
			7.79		",La Bataille de la Moscowa,"
			5000			
					","
			5.656		","]
					","
			106		"
7564,"
			6.47		",Munchkin 3: Clerical Errors,"
						N/A			
					","
			6.162		","
			List: $19.99
		","
			4450		"
7565,"
			6.37		",Killer Bunnies and the Quest for the Magic Carrot: VIOLET Booster,"
						N/A			
					","
			5.813		","
			List: $12.00
		","
			934		"
7566,"
			4.41		",Star Wars: Yoda the Jedi Master,"
						N/A			
					","
			N/A		","
","
			28		"
7567,"
			4.00		",Totally Twister,"
						N/A			
					","
			N/A		","
","
			1		"
7568,"
			6.54		",Attack! Expansion,"
						N/A			
					","
			5.881		","
","
			887		"
7569,"
			7.03		",Attack! Deluxe Expansion,"
						N/A			
					","
			5.629		","
","
			129		"
7570,"
			7.06		",Cheesy Gonzola,"
						N/A			
					","
			5.666		","]
					","
			151		"
7571,"
			7.55		",Tanto Cuore: Romantic Vacation,"
			2601			
					","
			5.914		","
														
													[","
			353		"
7572,"
			6.77		",First Orchard,"
			2602			
					","
			5.914		","
			List: $27.54
		","
			618		"
7573,"
			7.46		",Lobotomy,"
			2603			
					","
			5.914		","
														
													[","
			477		"
7574,"
			7.56		",DC Comics Dice Masters: World's Finest,"
			2604			
					","
			5.914		","
","
			321		"
7575,"
			6.27		",Risk: Godstorm,"
			2605			
					","
			5.914		","
			List: $49.99
		","
			2293		"
7576,"
			7.12		",Survive: Space Attack!,"
			2606			
					","
			5.914		","
			List: $49.99
		","
			430		"
7577,"
			6.33		",Tomb,"
			2607			
					","
			5.914		","
","
			1342		"
7578,"
			6.87		",A Game of Thrones Collectible Card Game,"
			2608			
					","
			5.913		","
","
			604		"
7579,"
			6.65		",Mutant Meeples,"
			2609			
					","
			5.913		","
			List: $59.99
		","
			722		"
7580,"
			6.76		",Fealty,"
			2610			
					","
			5.913		","
","
			602		"
7581,"
			8.23		",DAK2,"
			2611			
					","
			5.913		","]
					","
			268		"
7582,"
			6.86		",Raxxon,"
			2612			
					","
			5.913		","
			List: $39.95
		","
			554		"
7583,"
			6.84		",Lectio,"
			2613			
					","
			5.913		","]
					","
			557		"
7584,"
			7.37		",The Mighty Endeavor,"
			2614			
					","
			5.912		","]
					","
			371		"
7585,"
			6.36		",Light Speed,"
			2616			
					","
			5.912		","]
					","
			1185		"
7586,"
			6.57		",Bomb Squad,"
			2617			
					","
			5.912		","
			List: $39.99
		","
			745		"
7587,"
			7.97		",Saga,"
			2618			
					","
			5.911		","]
					","
			286		"
7588,"
			6.35		",Province,"
			2619			
					","
			5.911		","
","
			1192		"
7589,"
			7.25		",Quartermaster General: Victory or Death – The Peloponnesian War,"
			2620			
					","
			5.911		","
			List: $59.99
		","
			386		"
7590,"
			6.90		",Indulgence,"
			2621			
					","
			5.910		","
			List: $19.95
		","
			508		"
7591,"
			6.65		",Mythos,"
			2622			
					","
			5.910		","
			List: $8.95
		","
			769		"
7592,"
			7.53		",Stonewall Jackson's Way,"
			2623			
					","
			5.910		","]
					","
			335		"
7593,"
			6.48		",Magical Athlete,"
			2624			
					","
			5.909		","
			List: $24.99
		","
			957		"
7594,"
			7.15		",Dragoon,"
			2625			
					","
			5.909		","]
					","
			606		"
7595,"
			7.05		",The King's Abbey,"
			2626			
					","
			5.909		","
","
			524		"
7596,"
			7.81		",Pictomania (second edition),"
			2627			
					","
			5.909		","]
					","
			274		"
7597,"
			8.04		",Battle Above the Clouds,"
			2628			
					","
			5.908		","
			List: $83.00
		","
			243		"
7598,"
			6.79		",Laser Chess,"
			2629			
					","
			5.908		","
			List: $44.99
		","
			634		"
7599,"
			6.48		",The Game of 49,"
			2630			
					","
			5.908		","]
					","
			928		"
7600,"
			6.83		",Shadows: Amsterdam,"
			2631			
					","
			5.908		","
			List: $29.99
		","
			610		"
7601,"
			6.48		",Compatibility,"
			2632			
					","
			5.908		","
","
			948		"
7602,"
			6.94		",Starfighter,"
			2633			
					","
			5.907		","
			List: $29.99
		","
			511		"
7603,"
			6.53		",Article 27: The UN Security Council Game,"
			2634			
					","
			5.907		","
			List: $49.99
		","
			817		"
7604,"
			6.20		",Struggle for Catan,"
			2635			
					","
			5.907		","
			List: $13.00
		","
			2043		"
7605,"
			7.73		",Roads to Gettysburg,"
			2636			
					","
			5.907		","]
					","
			285		"
7606,"
			6.34		",Blackbeard,"
			2637			
					","
			5.906		","
","
			1330		"
7607,"
			6.53		",Fortuna,"
			2638			
					","
			5.906		","
														
													[","
			817		"
7608,"
			6.18		",Illuminati,"
			2639			
					","
			5.906		","
			List: $34.95
		","
			2502		"
7609,"
			6.31		",Cadwallon: City of Thieves,"
			2640			
					","
			5.906		","
			List: $59.95
		","
			1548		"
7610,"
			6.71		",Graenaland,"
			2641			
					","
			5.905		","]
					","
			641		"
7611,"
			6.13		",Tally Ho!,"
			2642			
					","
			5.905		","
			List: $19.95
		","
			2457		"
7612,"
			6.09		",Family Business,"
			2643			
					","
			5.905		","
			List: $14.99
		","
			3734		"
7613,"
			6.25		",Nottingham,"
			2644			
					","
			5.905		","
","
			1403		"
7614,"
			6.38		",Asteroyds,"
			2645			
					","
			5.905		","
","
			1095		"
7615,"
			6.82		","Thirty Years War: Europe in Agony, 1618-1648","
			2646			
					","
			5.905		","]
					","
			614		"
7616,"
			7.98		",Escape Plan,"
			2647			
					","
			5.905		","]
					","
			258		"
7617,"
			7.35		","A Victory Denied: Crisis at Smolensk, July-September, 1941","
			2648			
					","
			5.905		","
","
			366		"
7618,"
			6.38		",DOG,"
			2649			
					","
			5.905		","]
					","
			1139		"
7619,"
			6.48		",Tyros,"
			2650			
					","
			5.904		","]
					","
			863		"
7620,"
			6.37		",Illuminati: New World Order,"
			2652			
					","
			5.904		","
","
			1231		"
7621,"
			7.16		",Trekking the National Parks:  First Edition,"
			2653			
					","
			5.904		","]
					","
			419		"
7622,"
			6.34		",Zombie in my Pocket,"
			2654			
					","
			5.903		","]
					","
			1551		"
7623,"
			8.47		",1822: The Railways of Great Britain,"
			2655			
					","
			5.903		","]
					","
			193		"
7624,"
			7.18		",Doctor Who: Time of the Daleks,"
			2656			
					","
			5.903		","
","
			469		"
7625,"
			8.60		",Techno Bowl: Arcade Football Unplugged,"
			2657			
					","
			5.903		","]
					","
			228		"
7626,"
			8.13		",Hoplomachus: Rise of Rome,"
			2658			
					","
			5.903		","]
					","
			234		"
7627,"
			7.07		",CuBirds,"
			2659			
					","
			5.903		","]
					","
			460		"
7628,"
			7.03		",Black Vienna,"
			2660			
					","
			5.902		","]
					","
			439		"
7629,"
			7.65		",Under the Lily Banners,"
			2661			
					","
			5.902		","]
					","
			293		"
7630,"
			7.04		",Successors (second edition),"
			2662			
					","
			5.902		","]
					","
			463		"
7631,"
			6.15		",Cockroach Salad,"
			2663			
					","
			5.902		","]
					","
			2174		"
7632,"
			8.06		",Guderian's Blitzkrieg II,"
			2664			
					","
			5.902		","]
					","
			259		"
7633,"
			7.18		",Gunkimono,"
			2665			
					","
			5.902		","
","
			393		"
7634,"
			6.57		",Urland,"
			2666			
					","
			5.901		","]
					","
			744		"
7635,"
			6.47		",Cartagena 2. The Pirate's Nest,"
			2667			
					","
			5.901		","
			List: $29.95
		","
			872		"
7636,"
			6.91		",Quartz,"
			2668			
					","
			5.901		","
														
													[","
			566		"
7637,"
			6.69		",Okko: Era of the Asagiri,"
			2669			
					","
			5.901		","
														
													[","
			729		"
7638,"
			6.52		",Munchkin Apocalypse,"
			2670			
					","
			5.901		","
			List: $24.95
		","
			1119		"
7639,"
			6.61		",Rory's Story Cubes: Voyages,"
			2671			
					","
			5.901		","
			List: $9.99
		","
			751		"
7640,"
			6.16		",Fist of Dragonstones,"
			2672			
					","
			5.901		","
														
													[","
			2067		"
7641,"
			6.41		",Batavia,"
			2673			
					","
			5.901		","
			List: $49.90
		","
			1073		"
7642,"
			7.37		",Lincoln,"
			2674			
					","
			5.900		","]
					","
			351		"
7643,"
			6.95		",Team Play,"
			2675			
					","
			5.900		","
														
													[","
			473		"
7644,"
			6.27		",Ark,"
			2676			
					","
			5.900		","]
					","
			1331		"
7645,"
			7.38		",Kings of Israel,"
			2677			
					","
			5.900		","
","
			358		"
7646,"
			6.15		",Age of Mythology: The Boardgame,"
			2678			
					","
			5.900		","
","
			3068		"
7647,"
			6.41		",Igel Ärgern,"
			2679			
					","
			5.899		","]
					","
			986		"
7648,"
			6.73		",Meeple War,"
			2680			
					","
			5.899		","
			List: $39.99
		","
			630		"
7649,"
			6.62		",Aeroplanes: Aviation Ascendant,"
			2681			
					","
			5.899		","
			List: $49.99
		","
			700		"
7650,"
			6.84		",Nippon Rails,"
			2682			
					","
			5.899		","]
					","
			557		"
7651,"
			6.46		",Hart an der Grenze,"
			2683			
					","
			5.899		","]
					","
			915		"
7652,"
			6.48		","Warhammer 40,000 (fourth edition)","
			2684			
					","
			5.899		","]
					","
			1080		"
7653,"
			6.69		",Pax Britannica,"
			2685			
					","
			5.898		","]
					","
			708		"
7654,"
			7.90		",HEXplore It: The Valley of the Dead King,"
			2686			
					","
			5.898		","
","
			329		"
7655,"
			6.09		",Black Stories,"
			2687			
					","
			5.898		","
														
													[","
			3293		"
7656,"
			6.84		",Wildlife Adventure,"
			2688			
					","
			5.898		","]
					","
			548		"
7657,"
			7.73		",Hostage Negotiator: Crime Wave,"
			2689			
					","
			5.898		","
","
			305		"
7658,"
			7.06		",Soviet Dawn,"
			2690			
					","
			5.898		","
														
													[","
			443		"
7659,"
			6.34		",Amazonas,"
			2691			
					","
			5.897		","
","
			1168		"
7660,"
			6.37		",Attribute,"
			2692			
					","
			5.897		","]
					","
			1064		"
7661,"
			6.20		",Pirate Fluxx,"
			2693			
					","
			5.897		","
			List: $16.00
		","
			2214		"
7662,"
			6.57		",Clubs,"
			2694			
					","
			5.897		","
			List: $13.99
		","
			752		"
7663,"
			7.75		",The King's Guild,"
			2695			
					","
			5.896		","]
					","
			330		"
7664,"
			6.57		",Traditional Card Games,"
			2696			
					","
			5.896		","
			List: $9.99
		","
			766		"
7665,"
			7.35		",Spy Club,"
			2697			
					","
			5.895		","
","
			363		"
7666,"
			7.25		",An Infamous Traffic,"
			2698			
					","
			5.895		","]
					","
			354		"
7667,"
			6.88		",Hegemonic,"
			2699			
					","
			5.895		","
			List: $79.99
		","
			524		"
7668,"
			6.21		",Infinite City,"
			2700			
					","
			5.895		","
														
													[","
			1712		"
7669,"
			7.34		",World Wonders (fan expansion to Catan),"
						N/A			
					","
			N/A		","]
					","
			25		"
7670,"
			7.50		",Dungeon Realms,"
						N/A			
					","
			N/A		","]
					","
			2		"
7671,"
			7.19		",Archipelago: Solo Expansion,"
						N/A			
					","
			6.054		","
			List: $14.99
		","
			644		"
7672,"
			7.90		",Memoir '44: Equipment Pack Bonus Scenarios,"
						N/A			
					","
			5.682		","]
					","
			114		"
7673,"
			6.53		",Icecream Game,"
						N/A			
					","
			N/A		","]
					","
			3		"
7674,"
			8.22		",Lords of Waterdeep: Scoundrels of Skullport,"
						N/A			
					","
			7.879		","
			List: $39.99
		","
			9713		"
7675,"
			7.56		",Tzolk'in: The Mayan Calendar – Mini Expansion 1,"
						N/A			
					","
			6.112		","]
					","
			531		"
7676,"
			7.84		","Sentinels of the Multiverse: Silver Gulch, 1883 Environment","
						N/A			
					","
			6.359		","
			List: $5.99
		","
			745		"
7677,"
			7.93		",Sentinels of the Multiverse: The Scholar Hero Character,"
						N/A			
					","
			6.434		","
			List: $6.99
		","
			806		"
7678,"
			8.05		",Sentinels of the Multiverse: Dark Visionary Promo Card,"
						N/A			
					","
			5.786		","]
					","
			159		"
7679,"
			8.27		",Sentinels of the Multiverse: Freedom Six Promo Pack,"
						N/A			
					","
			5.803		","]
					","
			157		"
7680,"
			8.00		",Sentinels of the Multiverse: The Eternal Haka Promo Card,"
						N/A			
					","
			5.763		","]
					","
			147		"
7681,"
			8.36		",Sentinels of the Multiverse: America's Greatest Legacy Promo Card,"
						N/A			
					","
			5.746		","]
					","
			119		"
7682,"
			7.90		",Sentinels of the Multiverse: The Final Wasteland Environment,"
						N/A			
					","
			6.357		","
			List: $5.99
		","
			710		"
7683,"
			7.93		",Sentinels of the Multiverse: Vengeance,"
						N/A			
					","
			6.695		","
			List: $29.99
		","
			1283		"
7684,"
			7.22		",The Hobbit: Escape from Goblin Town,"
						N/A			
					","
			5.570		","
			List: $147.62
		","
			59		"
7685,"
			7.94		",Spartacus: The Serpents and the Wolf Expansion Set,"
						N/A			
					","
			6.680		","
			List: $24.99
		","
			1236		"
7686,"
			4.75		",Struck,"
						N/A			
					","
			N/A		","]
					","
			2		"
7687,"
			6.53		",Gameshop Workday,"
						N/A			
					","
			N/A		","]
					","
			10		"
7688,"
			5.74		",Hikyō na kōmori,"
						N/A			
					","
			N/A		","]
					","
			27		"
7689,"
			6.68		",Cards Against Humanity: 2012 Holiday Pack,"
						N/A			
					","
			5.865		","]
					","
			691		"
7690,"
			7.39		",Grant Moves South,"
						N/A			
					","
			N/A		","]
					","
			22		"
7691,"
			3.50		",Darkies in the Melon Patch,"
						N/A			
					","
			N/A		","]
					","
			12		"
7692,"
			4.00		",Color Yatzy,"
						N/A			
					","
			N/A		","]
					","
			2		"
7693,"
			7.00		",Unlikely Heroes,"
						N/A			
					","
			N/A		","]
					","
			2		"
7694,"
			6.63		",Caverna: Christmas Chamber,"
						N/A			
					","
			5.564		","]
					","
			81		"
7695,"
			7.94		",Adventure IN!,"
						N/A			
					","
			N/A		","]
					","
			4		"
7696,"
			4.00		",Mike the Knight Ritter-Wettlauf,"
						N/A			
					","
			N/A		","]
					","
			2		"
7697,"
			6.45		",12 Realms: Ancestors Legacy,"
						N/A			
					","
			5.523		","]
					","
			57		"
7698,"
			6.21		",Scene It? Friends Deluxe Edition,"
						N/A			
					","
			N/A		","
			List: $34.99
		","
			20		"
7699,"
			7.70		",Thrilling Tales of Adventure!,"
						N/A			
					","
			N/A		","]
					","
			9		"
7700,"
			6.06		",Omniana,"
						N/A			
					","
			N/A		","]
					","
			8		"
7701,"
			7.25		",Legendary: A Marvel Deck Building Game – Dimensions,"
						N/A			
					","
			N/A		","]
					","
			4		"
7702,"
			N/A		",Die Hard: The Nakatomi Heist Board Game,"
						N/A			
					","
			N/A		","]
					","
			N/A		"
7703,"
			7.60		",Carnival Zombie: 2nd Edition,"
						N/A			
					","
			N/A		","]
					","
			10		"
7704,"
			9.00		",Flotilla,"
						N/A			
					","
			N/A		","]
					","
			2		"
7705,"
			7.21		",The Champion of the Wild,"
			6901			
					","
			5.587		","]
					","
			78		"
7706,"
			6.15		",Lords of Creation,"
			6904			
					","
			5.587		","]
					","
			190		"
7707,"
			5.91		",Kitty Paw,"
			6909			
					","
			5.587		","
			List: $20.00
		","
			476		"
7708,"
			9.23		",Sword & Sorcery: Ancient Chronicles,"
			6911			
					","
			5.587		","]
					","
			89		"
7709,"
			7.46		",Gettysburg,"
			6913			
					","
			5.586		","]
					","
			63		"
7710,"
			6.13		",Moons,"
			6918			
					","
			5.586		","]
					","
			213		"
7711,"
			6.60		",1941,"
			6920			
					","
			5.586		","]
					","
			112		"
