,AvgRating,GameName,GameRank,GeekRating,ListPrice,NumVoters
0,"
			7.64		",Azul: Special Factories Promo,"
						N/A			
					","
			5.585		","]
					","
			51		"
1,"
			7.54		",Rajas of the Ganges: Snake Expansion,"
						N/A			
					","
			N/A		","]
					","
			23		"
2,"
			6.42		",Wildlands: The Thorns & the Roses,"
						N/A			
					","
			N/A		","]
					","
			12		"
3,"
			8.05		",Circadians: First Light,"
						N/A			
					","
			N/A		","]
					","
			8		"
4,"
			7.68		",Coimbra: Royal Treatment,"
						N/A			
					","
			5.557		","]
					","
			36		"
5,"
			8.16		",The Castles of Burgundy: 10th Expansion – Solo,"
						N/A			
					","
			5.565		","]
					","
			30		"
6,"
			7.81		",Teotihuacan: City of Gods – Brettspiel Adventskalender 2018 Promo,"
						N/A			
					","
			N/A		","]
					","
			16		"
7,"
			6.00		",Star Trek: Conflick in the Neutral Zone,"
						N/A			
					","
			N/A		","]
					","
			1		"
8,"
			8.12		",Gen7: The Breaking Point,"
						N/A			
					","
			N/A		","]
					","
			4		"
9,"
			3.15		",Men In Black/Ghostbusters: Ecto-terrestrial Invasion,"
						N/A			
					","
			N/A		","]
					","
			13		"
10,"
			7.31		",Great Western Trail: At the Poker Table,"
						N/A			
					","
			N/A		","]
					","
			24		"
11,"
			7.50		",Rajas of the Ganges: Tiger Expansion,"
						N/A			
					","
			N/A		","]
					","
			21		"
12,"
			5.40		",Scene It? Doctor Who,"
						N/A			
					","
			N/A		","]
					","
			10		"
13,"
			7.54		",Empires: Builder Expansion,"
						N/A			
					","
			6.014		","
			List: $39.99
		","
			425		"
14,"
			6.74		",A Game of Thrones: The Card Game – A Time of Trials,"
						N/A			
					","
			5.553		","
","
			49		"
15,"
			6.37		",Hawken: Real-Time Card Game,"
			5701			
					","
			5.623		","
","
			209		"
16,"
			6.70		",Gen7: A Crossroads Game,"
			5703			
					","
			5.623		","
","
			154		"
17,"
			6.11		",Murder of Crows,"
			5704			
					","
			5.623		","
			List: $12.95
		","
			391		"
18,"
			5.90		",Nature Fluxx,"
			5705			
					","
			5.623		","
														
													[","
			993		"
19,"
			7.18		",Sator Arepo Tenet Opera Rotas: Malleus Maleficarum,"
			5707			
					","
			5.623		","]
					","
			97		"
20,"
			7.09		",Second World War at Sea: SOPAC,"
			5708			
					","
			5.623		","]
					","
			116		"
21,"
			5.98		",Lord of the Rings,"
			5709			
					","
			5.623		","]
					","
			493		"
22,"
			8.12		",Manoeuvre: Distant Lands,"
			5710			
					","
			5.623		","
			List: $46.00
		","
			57		"
23,"
			6.74		",They Come Unseen,"
			5711			
					","
			5.623		","
			List: $49.95
		","
			163		"
24,"
			7.23		","Operation Jubilee: Dieppe, August 1942","
			5712			
					","
			5.623		","]
					","
			96		"
25,"
			6.71		",8 Masters' Revenge,"
			5713			
					","
			5.623		","]
					","
			145		"
26,"
			6.52		",Athens & Sparta,"
			5716			
					","
			5.623		","
			List: $89.56
		","
			186		"
27,"
			6.37		",Elevenses for One,"
			5717			
					","
			5.623		","]
					","
			228		"
28,"
			7.05		","Victory in the West: Plan Yellow, The French Campaign 1940","
			5720			
					","
			5.623		","]
					","
			113		"
29,"
			8.79		","Raiders of the Deep: U-boats of the Great War, 1914-18","
			5721			
					","
			5.623		","
","
			71		"
30,"
			6.63		",Prussia's Glory,"
			5725			
					","
			5.623		","]
					","
			155		"
31,"
			6.65		",Bastion,"
			5728			
					","
			5.622		","
			List: $16.34
		","
			168		"
32,"
			6.95		",Prospectus,"
			5729			
					","
			5.622		","
			List: $59.99
		","
			126		"
33,"
			6.29		",Upon a Fable,"
			5730			
					","
			5.622		","
","
			259		"
34,"
			7.57		",Nova Aetas,"
			5733			
					","
			5.622		","]
					","
			101		"
35,"
			7.75		",Canadian Crucible: Brigade Fortress at Norrey,"
			5734			
					","
			5.622		","
","
			77		"
36,"
			6.60		",The Hobbit: The Desolation of Smaug,"
			5735			
					","
			5.622		","
","
			155		"
37,"
			6.70		",Sky Galleons of Mars,"
			5736			
					","
			5.622		","]
					","
			157		"
38,"
			7.03		",Iwo Jima: Rage Against the Marines,"
			5737			
					","
			5.622		","]
					","
			104		"
39,"
			6.01		",Harry Potter Hogwarts,"
			5742			
					","
			5.622		","]
					","
			465		"
40,"
			6.36		",Railroad Dice 2,"
			5744			
					","
			5.622		","]
					","
			191		"
41,"
			6.84		",Panzer Grenadier: Desert Rats,"
			5746			
					","
			5.622		","
														
													[","
			131		"
42,"
			7.96		",Trial of Strength,"
			5748			
					","
			5.622		","]
					","
			74		"
43,"
			7.30		",Barragoon,"
			5750			
					","
			5.622		","]
					","
			101		"
44,"
			6.18		",The Big Idea,"
			5753			
					","
			5.622		","
														
													[","
			270		"
45,"
			6.29		",5ive Straight,"
			5754			
					","
			5.622		","
			List: $26.99
		","
			268		"
46,"
			6.26		",Palmyra,"
			5755			
					","
			5.622		","
","
			240		"
47,"
			6.13		",Master Merchant,"
			5756			
					","
			5.622		","]
					","
			302		"
48,"
			7.03		","Barbarian, Kingdom & Empire","
			5757			
					","
			5.622		","]
					","
			114		"
49,"
			5.90		",Vampire,"
			5758			
					","
			5.622		","]
					","
			580		"
50,"
			6.41		",Doom of the Eldar,"
			5759			
					","
			5.622		","]
					","
			194		"
51,"
			6.20		",Farmerama,"
			5760			
					","
			5.622		","]
					","
			263		"
52,"
			6.82		",Seven Sisters,"
			5761			
					","
			5.621		","]
					","
			145		"
53,"
			7.33		",Irish Gauge,"
			5762			
					","
			5.621		","]
					","
			91		"
54,"
			6.03		",Origo,"
			5763			
					","
			5.621		","]
					","
			371		"
55,"
			6.32		",Magnifico,"
			5764			
					","
			5.621		","
			List: $59.95
		","
			247		"
56,"
			6.76		",Richelieu,"
			5766			
					","
			5.621		","]
					","
			134		"
57,"
			5.91		",Melee,"
			5767			
					","
			5.621		","
														
													[","
			587		"
58,"
			6.19		",Cheops,"
			5770			
					","
			5.621		","]
					","
			259		"
59,"
			7.11		",Bonaparte in Italy,"
			5771			
					","
			5.621		","]
					","
			114		"
60,"
			5.91		",Honor of the Samurai,"
			5772			
					","
			5.621		","
","
			797		"
61,"
			7.61		","Panzer Grenadier: Cassino '44, Gateway to Rome","
			5773			
					","
			5.621		","
														
													[","
			76		"
62,"
			6.33		",StarFall,"
			5774			
					","
			5.621		","
			List: $29.99
		","
			231		"
63,"
			6.95		",IDF (Israeli Defense Force),"
			5775			
					","
			5.621		","]
					","
			127		"
64,"
			6.59		",Merchants & Marauders: Broadsides,"
			5776			
					","
			5.621		","
			List: $49.99
		","
			169		"
65,"
			6.21		",The Penguin Ultimatum,"
			5777			
					","
			5.621		","]
					","
			260		"
66,"
			6.07		",1955: The War of Espionage,"
			5778			
					","
			5.621		","
","
			363		"
67,"
			5.82		",Back to the Future: The Card Game,"
			5779			
					","
			5.621		","
			List: $19.99
		","
			1070		"
68,"
			8.35		",Arena Rex,"
			5782			
					","
			5.621		","]
					","
			73		"
69,"
			5.85		",Anima: Shadow of Omega,"
			5783			
					","
			5.621		","
														
													[","
			1168		"
70,"
			8.09		",Lock 'n Load Tactical: Heroes of the Pacific,"
			5784			
					","
			5.621		","]
					","
			77		"
71,"
			6.70		",Hispania,"
			5785			
					","
			5.621		","]
					","
			141		"
72,"
			6.09		",Soccer Tactics World,"
			5786			
					","
			5.621		","
														
													[","
			338		"
73,"
			6.30		",Quoridor Kid,"
			5787			
					","
			5.621		","
			List: $24.99
		","
			228		"
74,"
			6.36		",Luna Llena: Full Moon,"
			5788			
					","
			5.621		","]
					","
			210		"
75,"
			6.67		",The Supreme Commander,"
			5793			
					","
			5.620		","
","
			164		"
76,"
			6.48		",Byzantio,"
			5794			
					","
			5.620		","]
					","
			189		"
77,"
			7.48		",Zorndorf,"
			5795			
					","
			5.620		","]
					","
			97		"
78,"
			7.43		",MERCS,"
			5796			
					","
			5.620		","
														
													[","
			99		"
79,"
			6.03		",Heroica: Nathuz,"
			5797			
					","
			5.620		","
			List: $19.99
		","
			420		"
80,"
			7.31		",Hard Vacuum,"
			5798			
					","
			5.620		","]
					","
			87		"
81,"
			7.39		",Fear God and Dread Nought,"
			5799			
					","
			5.620		","]
					","
			96		"
82,"
			7.68		",Heroes Wanted: Elements of Danger,"
						N/A			
					","
			N/A		","]
					","
			22		"
83,"
			8.08		",Flash Point: Fire Rescue – Tragic Events,"
						N/A			
					","
			5.893		","
														
													[","
			234		"
84,"
			7.42		",Dream Home: 156 Sunny Street,"
						N/A			
					","
			5.919		","
			List: $29.99
		","
			362		"
85,"
			7.52		",Deutscher Spielepreis 2017 Goodie Box,"
						N/A			
					","
			5.563		","
","
			41		"
86,"
			7.30		",Voyagers' Venture,"
						N/A			
					","
			N/A		","]
					","
			20		"
87,"
			8.92		",Spirit Island: Promo Pack 1,"
						N/A			
					","
			6.264		","]
					","
			382		"
88,"
			7.95		",Dominion: Nocturne,"
						N/A			
					","
			6.148		","
			List: $37.50
		","
			484		"
89,"
			7.33		",The Stygian Society,"
						N/A			
					","
			N/A		","]
					","
			9		"
90,"
			7.29		",Castle Panic: Engines of War,"
						N/A			
					","
			5.768		","
			List: $17.95
		","
			231		"
91,"
			7.00		",Brettspiel Adventskalender 2016,"
						N/A			
					","
			5.568		","
","
			61		"
92,"
			5.08		",The Crow: Fire It Up!,"
						N/A			
					","
			N/A		","
			List: $49.99
		","
			22		"
93,"
			7.82		",Hyperborea: Light & Shadow,"
						N/A			
					","
			5.641		","]
					","
			83		"
94,"
			8.44		",Alchemists: The King's Golem,"
						N/A			
					","
			6.512		","
			List: $39.95
		","
			695		"
95,"
			6.16		",Sovereign Of The Seas,"
						N/A			
					","
			N/A		","]
					","
			26		"
96,"
			6.35		",Queen Strike,"
						N/A			
					","
			N/A		","]
					","
			10		"
97,"
			7.93		",Jamaica: The Crew,"
						N/A			
					","
			6.191		","
			List: $24.99
		","
			516		"
98,"
			8.50		",Orléans: Trade & Intrigue,"
						N/A			
					","
			7.060		","
			List: $24.95
		","
			1341		"
99,"
			7.27		",Die Siedler von Catan: Das Buch zum Spielen,"
						N/A			
					","
			6.112		","]
					","
			675		"
100,"
			7.43		",Simple GBoH,"
						N/A			
					","
			5.801		","
														
													[","
			229		"
101,"
			6.93		",Die Siedler von Catan: Historische Szenarien II,"
						N/A			
					","
			5.933		","]
					","
			543		"
102,"
			5.50		",Breakout!,"
						N/A			
					","
			N/A		","]
					","
			22		"
103,"
			7.77		",Le Havre: Le Grand Hameau,"
						N/A			
					","
			6.524		","
														
													[","
			1029		"
104,"
			8.00		",Dungeon Twister: Créatures Sylvestres,"
						N/A			
					","
			5.638		","]
					","
			71		"
105,"
			7.72		",Memoir '44: Overlord,"
						N/A			
					","
			5.994		","
			List: $19.99
		","
			358		"
106,"
			7.97		",ASL Action Pack #3: Few Returned,"
						N/A			
					","
			5.758		","
","
			143		"
107,"
			2.20		",Redneckopoly,"
						N/A			
					","
			N/A		","
			List: $49.95
		","
			5		"
108,"
			7.93		",Legendary: A Marvel Deck Building Game – Paint the Town Red,"
						N/A			
					","
			7.085		","
			List: $19.99
		","
			2618		"
109,"
			7.41		",Star Trek: Attack Wing – 4th Division Battleship Expansion Pack,"
						N/A			
					","
			5.571		","]
					","
			54		"
110,"
			6.76		",Star Trek: Attack Wing – P.W.B. Aj'rmr Expansion Pack,"
						N/A			
					","
			N/A		","]
					","
			21		"
111,"
			7.33		",Las Vegas Boulevard,"
						N/A			
					","
			6.233		","]
					","
			830		"
112,"
			8.42		",Lock 'n Load Tactical: Heroes of Normandy,"
						N/A			
					","
			5.650		","]
					","
			88		"
113,"
			7.85		",The Castles of Burgundy: 4th Expansion – Monastery Boards,"
						N/A			
					","
			6.336		","
","
			694		"
114,"
			8.46		",Arkham Horror: The Card Game – Dim Carcosa: Mythos Pack,"
						N/A			
					","
			5.929		","]
					","
			234		"
115,"
			N/A		",Killer Bunnies and the Ultimate Odyssey: Lively and Spry,"
						N/A			
					","
			N/A		","]
					","
			N/A		"
116,"
			8.03		",Downforce: Danger Circuit,"
						N/A			
					","
			6.038		","]
					","
			337		"
117,"
			6.33		",One Up,"
						N/A			
					","
			N/A		","
			List: $19.99
		","
			17		"
118,"
			7.86		",Descent: The Tomb of Ice,"
						N/A			
					","
			6.593		","
														
													[","
			1163		"
119,"
			7.66		",The Lord of the Rings: The Card Game – Conflict at the Carrock,"
						N/A			
					","
			6.583		","
			List: $14.95
		","
			1307		"
120,"
			6.70		",dabong!,"
						N/A			
					","
			N/A		","
														
													[","
			27		"
121,"
			6.86		",Call of Cthulhu: The Card Game – That Which Consumes Asylum Pack,"
						N/A			
					","
			5.533		","
			List: $14.95
		","
			30		"
122,"
			7.32		",Warhammer: Invasion –  The Eclipse of Hope,"
						N/A			
					","
			5.609		","
","
			81		"
123,"
			8.02		",Chaos in the Old World: The Horned Rat Expansion,"
						N/A			
					","
			7.080		","
			List: $24.95
		","
			2250		"
124,"
			7.76		",Warhammer: Invasion – Legends,"
						N/A			
					","
			5.867		","
			List: $29.95
		","
			251		"
125,"
			7.31		",51st State: Wrak Transportera Promo Card,"
						N/A			
					","
			5.569		","]
					","
			57		"
126,"
			7.23		",Funkenschlag: Speicherkraftwerk,"
						N/A			
					","
			5.570		","]
					","
			55		"
127,"
			7.78		",Arkham Horror: The Curse of the Dark Pharaoh Expansion (Revised Edition),"
						N/A			
					","
			6.534		","
			List: $24.95
		","
			1144		"
128,"
			7.56		",Ghost Stories: Black Secret,"
						N/A			
					","
			6.051		","
			List: $46.99
		","
			479		"
129,"
			6.56		",Monkey Queen,"
						N/A			
					","
			N/A		","]
					","
			8		"
130,"
			7.11		",Nightfall: Zombie Horde Promo,"
						N/A			
					","
			5.735		","]
					","
			201		"
131,"
			8.66		",Twilight Imperium (Third Edition): Shards of the Throne,"
						N/A			
					","
			7.501		","
			List: $59.95
		","
			2282		"
132,"
			6.90		",Sink the Carrier,"
						N/A			
					","
			N/A		","]
					","
			21		"
133,"
			5.71		",Scene It? Movie Deluxe,"
			12411			
					","
			5.515		","
			List: $34.99
		","
			177		"
134,"
			5.63		",Star Wars: Escape From The Death Star,"
			12414			
					","
			5.514		","]
					","
			152		"
135,"
			6.71		",Terrene Odyssey,"
			12418			
					","
			5.514		","
","
			37		"
136,"
			5.70		",Organized Crime,"
			12421			
					","
			5.514		","
														
													[","
			103		"
137,"
			5.93		",Blindside,"
			12426			
					","
			5.514		","
			List: $29.99
		","
			31		"
138,"
			5.64		",Rocket Jockey,"
			12430			
					","
			5.514		","
			List: $14.99
		","
			140		"
139,"
			5.84		",Princess,"
			12449			
					","
			5.514		","]
					","
			79		"
140,"
			6.02		",Dungeon Delver,"
			12453			
					","
			5.514		","]
					","
			44		"
141,"
			5.61		",Sumo Ham Slam,"
			12455			
					","
			5.514		","
","
			219		"
142,"
			6.02		",Atlas: Enchanted Lands,"
			12456			
					","
			5.514		","
","
			53		"
143,"
			7.04		",The Official Dealer McDope Dealing Game,"
			12457			
					","
			5.514		","]
					","
			33		"
144,"
			5.87		",Dead Fellas,"
			12458			
					","
			5.514		","]
					","
			86		"
145,"
			6.19		",Yummy World: Party at Picnic Palace,"
			12463			
					","
			5.514		","
			List: $14.99
		","
			30		"
146,"
			5.69		",Atlandice,"
			12475			
					","
			5.514		","
","
			101		"
147,"
			6.21		",Skittykitts,"
			12478			
					","
			5.514		","]
					","
			83		"
148,"
			6.11		",Bin'Fa: The Tao of War – The Game of Oriental Strategy and Conquest,"
			12480			
					","
			5.514		","
","
			49		"
149,"
			6.18		",Hida-furukawa,"
			12485			
					","
			5.514		","]
					","
			34		"
150,"
			6.51		",Vampire: The Masquerade – Heritage,"
			12488			
					","
			5.514		","]
					","
			30		"
151,"
			5.68		",The Cat Game,"
			12497			
					","
			5.514		","
			List: $19.99
		","
			98		"
152,"
			5.86		",Tohuwabohu,"
			12498			
					","
			5.514		","]
					","
			58		"
153,"
			7.26		",Marvel Dice Masters: Age of Ultron – Collector's Box,"
						N/A			
					","
			5.588		","
","
			67		"
154,"
			7.40		",Sapiens: Double Tiles,"
						N/A			
					","
			N/A		","]
					","
			20		"
155,"
			8.36		",Innovation Deluxe,"
						N/A			
					","
			6.303		","
			List: $60.00
		","
			493		"
156,"
			3.42		",Star Wars: Box Busters – Tusken Raider Attack & The Battle of Yavin,"
						N/A			
					","
			N/A		","
			List: $17.99
		","
			6		"
157,"
			7.16		",Ticket to Ride: Orient Express,"
						N/A			
					","
			5.662		","]
					","
			149		"
158,"
			7.29		",Greenland: Sea Sámi,"
						N/A			
					","
			N/A		","]
					","
			21		"
159,"
			4.00		",Star Wars: Box Busters – Endor Attack,"
						N/A			
					","
			N/A		","
","
			6		"
160,"
			2.60		",Star Wars: Box Busters – Battle of Hoth,"
						N/A			
					","
			N/A		","
","
			5		"
161,"
			3.60		",Star Wars: Box Busters – Battle of Yavin,"
						N/A			
					","
			N/A		","
			List: $10.99
		","
			5		"
162,"
			6.89		",Letters from Whitechapel: Dear Boss,"
						N/A			
					","
			5.651		","
			List: $29.99
		","
			163		"
163,"
			4.70		",Star Wars: Galactic Connexions,"
						N/A			
					","
			N/A		","
														
													[","
			10		"
164,"
			7.06		",Pandemic: Promo Roles,"
						N/A			
					","
			5.598		","]
					","
			86		"
165,"
			6.25		",Scrabble NHL Edition,"
						N/A			
					","
			N/A		","
			List: $34.99
		","
			4		"
166,"
			3.00		",Königswahl,"
						N/A			
					","
			N/A		","]
					","
			2		"
167,"
			3.70		",The Ten Commandments,"
						N/A			
					","
			N/A		","
														
													[","
			19		"
168,"
			7.92		",The Networks: Telly Time,"
						N/A			
					","
			5.610		","]
					","
			60		"
169,"
			7.83		",Isle of Skye: Druids,"
						N/A			
					","
			5.808		","
","
			196		"
170,"
			7.43		",Wildlands: The Unquiet Dead,"
						N/A			
					","
			5.645		","
			List: $25.00
		","
			103		"
171,"
			8.00		",Galaxy Hunters,"
						N/A			
					","
			N/A		","]
					","
			3		"
172,"
			7.88		",Pursuit of Glory,"
			1801			
					","
			6.109		","
","
			457		"
173,"
			6.66		",Colony,"
			1802			
					","
			6.109		","
			List: $59.95
		","
			1446		"
174,"
			6.95		",A Brief History of the World,"
			1803			
					","
			6.109		","<a class=""ulprice"" href=""https://itunes.apple.com/us/app/a-brief-history-of-the-world/id490152130?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">$3.99</span></a>","
			878		"
175,"
			7.20		",Carnival Zombie,"
			1804			
					","
			6.107		","
","
			710		"
176,"
			6.90		",Speed Circuit,"
			1805			
					","
			6.106		","]
					","
			1052		"
177,"
			6.72		",Tesla vs. Edison: War of Currents,"
			1806			
					","
			6.106		","
			List: $56.94
		","
			1268		"
178,"
			6.69		",Pagoda,"
			1807			
					","
			6.105		","
			List: $25.47
		","
			1273		"
179,"
			6.61		",Dutch Blitz,"
			1808			
					","
			6.105		","
			List: $11.99
		","
			1876		"
180,"
			7.01		",Salem 1692,"
			1809			
					","
			6.105		","
","
			953		"
181,"
			6.47		",Cloud 9,"
			1810			
					","
			6.104		","
			List: $24.99
		","
			2156		"
182,"
			7.41		",Dungeon Command: Tyranny of Goblins,"
			1811			
					","
			6.103		","
			List: $39.99
		","
			630		"
183,"
			6.50		",Unusual Suspects,"
			1812			
					","
			6.103		","
			List: $29.99
		","
			1911		"
184,"
			6.55		",Iliad,"
			1813			
					","
			6.103		","
			List: $21.99
		","
			1795		"
185,"
			6.54		",Ivanhoe,"
			1814			
					","
			6.102		","
			List: $25.00
		","
			1739		"
186,"
			6.63		",Buffy the Vampire Slayer: The Game,"
			1815			
					","
			6.102		","
","
			1584		"
187,"
			6.65		",Best Treehouse Ever,"
			1816			
					","
			6.102		","
","
			1423		"
188,"
			7.34		",Dungeon Saga: Dwarf King's Quest,"
			1817			
					","
			6.102		","
","
			832		"
189,"
			6.75		",Africana,"
			1818			
					","
			6.102		","
			List: $44.99
		","
			1174		"
190,"
			7.66		",Clockwork Wars,"
			1819			
					","
			6.102		","
","
			504		"
191,"
			6.82		",Star Fleet Battles,"
			1820			
					","
			6.101		","
														
													[","
			1197		"
192,"
			6.50		",Carcassonne: The Discovery,"
			1821			
					","
			6.101		","
			List: $24.99
		","
			2061		"
193,"
			6.67		",WildLife,"
			1822			
					","
			6.101		","]
					","
			1332		"
194,"
			6.48		",Risk: The Lord of the Rings Trilogy Edition,"
			1823			
					","
			6.101		","
","
			3038		"
195,"
			6.55		",The City,"
			1824			
					","
			6.100		","]
					","
			1673		"
196,"
			6.68		",Dark Souls: The Board Game,"
			1825			
					","
			6.100		","
			List: $159.99
		","
			2446		"
197,"
			8.51		",Aristeia!,"
			1826			
					","
			6.100		","
","
			399		"
198,"
			7.08		",Petrichor,"
			1827			
					","
			6.100		","
","
			811		"
199,"
			6.39		",Airships,"
			1828			
					","
			6.100		","
			List: $39.99
		","
			2550		"
200,"
			7.37		",Pax Romana,"
			1829			
					","
			6.100		","]
					","
			616		"
201,"
			7.26		",Seikatsu,"
			1830			
					","
			6.100		","
			List: $39.99
		","
			660		"
202,"
			6.96		",Die Siedler von Nürnberg,"
			1831			
					","
			6.100		","]
					","
			871		"
203,"
			6.71		",Android: Mainframe,"
			1832			
					","
			6.099		","
","
			1272		"
204,"
			6.38		",Star Fluxx,"
			1833			
					","
			6.098		","
			List: $15.99
		","
			4368		"
205,"
			6.22		",Zombie Dice,"
			1834			
					","
			6.098		","
			List: $13.99
		","
			14339		"
206,"
			6.92		",Limes,"
			1835			
					","
			6.097		","]
					","
			890		"
207,"
			7.32		",The Thing: Infection at Outpost 31,"
			1836			
					","
			6.096		","
			List: $59.99
		","
			765		"
208,"
			6.62		",Walk the Plank!,"
			1837			
					","
			6.096		","]
					","
			1582		"
209,"
			7.21		",Imaginarium,"
			1838			
					","
			6.096		","]
					","
			714		"
210,"
			7.03		",Archon: Glory & Machination,"
			1839			
					","
			6.096		","
","
			792		"
211,"
			6.62		",Galactic Emperor,"
			1840			
					","
			6.096		","
			List: $54.95
		","
			1375		"
212,"
			6.61		",Rheinländer,"
			1841			
					","
			6.096		","
			List: $49.99
		","
			1467		"
213,"
			6.56		",Space Dealer,"
			1842			
					","
			6.095		","
","
			1615		"
214,"
			6.82		",Norenberc,"
			1843			
					","
			6.095		","
														
													[","
			1007		"
215,"
			8.02		",Angola,"
			1844			
					","
			6.094		","]
					","
			400		"
216,"
			7.52		",Key Flow,"
			1845			
					","
			6.094		","
","
			510		"
217,"
			7.55		",Small City,"
			1846			
					","
			6.094		","
														
													[","
			505		"
218,"
			6.59		",Cardline: Animals,"
			1847			
					","
			6.093		","
			List: $14.99
		","
			1549		"
219,"
			6.79		",Detroit-Cleveland Grand Prix,"
			1848			
					","
			6.093		","]
					","
			1067		"
220,"
			7.58		",Dungeon Command: Blood of Gruumsh,"
			1849			
					","
			6.093		","]
					","
			547		"
221,"
			6.47		",SeaFall,"
			1850			
					","
			6.093		","
			List: $79.99
		","
			2471		"
222,"
			6.48		",New World: A Carcassonne Game,"
			1851			
					","
			6.093		","
			List: $29.95
		","
			2048		"
223,"
			6.50		",Return of the Heroes,"
			1852			
					","
			6.092		","
														
													[","
			1978		"
224,"
			6.47		",Sushizock im Gockelwok,"
			1853			
					","
			6.092		","]
					","
			2062		"
225,"
			6.40		",Pentago,"
			1854			
					","
			6.092		","
			List: $19.99
		","
			2718		"
226,"
			6.75		",Medieval Merchant,"
			1855			
					","
			6.092		","]
					","
			1106		"
227,"
			7.06		",Steam Works,"
			1856			
					","
			6.092		","
			List: $59.99
		","
			771		"
228,"
			7.01		",Mutant Chronicles: Siege of the Citadel,"
			1857			
					","
			6.091		","]
					","
			978		"
229,"
			6.87		",Age of Napoleon,"
			1858			
					","
			6.090		","
														
													[","
			1075		"
230,"
			7.58		",Defenders of the Last Stand,"
			1859			
					","
			6.090		","
			List: $116.99
		","
			512		"
231,"
			6.53		",Gheos,"
			1860			
					","
			6.089		","
			List: $27.99
		","
			1681		"
232,"
			6.99		",Leader 1,"
			1861			
					","
			6.089		","
","
			858		"
233,"
			7.46		",Doppelkopf,"
			1862			
					","
			6.089		","]
					","
			567		"
234,"
			7.11		",Blue Max,"
			1863			
					","
			6.088		","]
					","
			771		"
235,"
			6.48		",Saint Malo,"
			1864			
					","
			6.088		","
			List: $35.99
		","
			1823		"
236,"
			6.56		",The Cave,"
			1865			
					","
			6.088		","
			List: $49.00
		","
			1611		"
237,"
			6.46		",Trias,"
			1866			
					","
			6.087		","
			List: $22.99
		","
			1934		"
238,"
			7.67		",Zug um Zug: Deutschland,"
			1867			
					","
			6.087		","]
					","
			483		"
239,"
			8.15		",The Devil's Cauldron: The Battles for Arnhem and Nijmegen,"
			1868			
					","
			6.087		","]
					","
			384		"
240,"
			6.67		",SOS Titanic,"
			1869			
					","
			6.087		","
														
													[","
			1276		"
241,"
			7.70		",Talon,"
			1870			
					","
			6.086		","
			List: $53.10
		","
			500		"
242,"
			6.97		",Field Commander: Rommel,"
			1871			
					","
			6.086		","]
					","
			856		"
243,"
			7.57		",1861: The Railways of the Russian Empire,"
			1872			
					","
			6.086		","]
					","
			483		"
244,"
			6.64		",Duel in the Dark,"
			1873			
					","
			6.086		","
","
			1384		"
245,"
			6.52		",Axis & Allies: Europe,"
			1874			
					","
			6.085		","
			List: $44.99
		","
			2363		"
246,"
			7.20		",One Night Ultimate Alien,"
			1875			
					","
			6.085		","
			List: $36.60
		","
			685		"
247,"
			6.61		",Patrician,"
			1876			
					","
			6.085		","
			List: $35.00
		","
			1397		"
248,"
			7.27		",18AL,"
			1877			
					","
			6.085		","]
					","
			584		"
249,"
			7.23		",Tournament at Camelot,"
			1878			
					","
			6.084		","
			List: $24.99
		","
			713		"
250,"
			7.06		",Tales of the Arabian Nights,"
			1879			
					","
			6.084		","
			List: $59.99
		","
			777		"
251,"
			7.32		",Solenia,"
			1880			
					","
			6.084		","
			List: $44.99
		","
			658		"
252,"
			6.61		",The Golden City,"
			1881			
					","
			6.083		","
","
			1391		"
253,"
			6.40		",Portobello Market,"
			1882			
					","
			6.083		","
			List: $39.99
		","
			2349		"
254,"
			6.44		",Queen's Necklace,"
			1883			
					","
			6.083		","
			List: $29.99
		","
			2223		"
255,"
			6.55		",StreetSoccer,"
			1884			
					","
			6.083		","]
					","
			1568		"
256,"
			7.43		",Commissioned,"
			1885			
					","
			6.083		","
","
			567		"
257,"
			8.18		",Malifaux (second edition),"
			1886			
					","
			6.083		","]
					","
			384		"
258,"
			6.90		",Vault Wars,"
			1887			
					","
			6.083		","
			List: $21.39
		","
			946		"
259,"
			7.74		",DinoGenics,"
			1888			
					","
			6.083		","]
					","
			495		"
260,"
			6.44		",Quo Vadis?,"
			1889			
					","
			6.082		","
														
													[","
			2026		"
261,"
			6.51		",Atlantis,"
			1890			
					","
			6.082		","
			List: $34.99
		","
			1710		"
262,"
			8.71		",1817,"
			1891			
					","
			6.082		","]
					","
			273		"
263,"
			6.63		",Roll For It! Deluxe Edition,"
			1892			
					","
			6.081		","
			List: $37.99
		","
			1543		"
264,"
			6.84		",Codenames: Disney Family Edition,"
			1893			
					","
			6.081		","
			List: $24.95
		","
			985		"
265,"
			6.49		",New England,"
			1894			
					","
			6.080		","
","
			1794		"
266,"
			6.68		",Goldland,"
			1895			
					","
			6.080		","]
					","
			1216		"
267,"
			6.57		",Mord im Arosa,"
			1896			
					","
			6.080		","
														
													[","
			1510		"
268,"
			6.73		",Strozzi,"
			1897			
					","
			6.080		","
","
			1098		"
269,"
			6.83		",The Builders: Antiquity,"
			1898			
					","
			6.079		","
			List: $17.99
		","
			975		"
270,"
			7.49		",Kohle & Kolonie,"
			1899			
					","
			6.079		","
														
													[","
			499		"
271,"
			8.05		",Pericles: The Peloponnesian Wars,"
			1900			
					","
			6.079		","
","
			421		"
